G-word;E-word;WdNum;VAL_Mean;VAL_SD;ARO_Mean_(ANEW);ARO_SD_(ANEW);ARO_Mean_(BAWL);ARO_SD_(BAWL);DOM_Mean;DOM_SD;POT_Mean;POT_SD;IMA_MEAN;IMA_SD;freq_Leipzig;freq_SUBTLEX;#_letters;#_syllables;word_class;N_orth;HFN;NF_MAX;F_SUM
pervers;pervert;312;-2.10;0.74;6.55;2.14;3.63;0.96;5.13;1.35;6.70;1.64;3.00;1.32;41.00;4.69;7;2;A;0;0;0.00;0.00
Pest;pest;313;-2.80;0.42;6.85;1.60;4.00;1.08;2.63;2.24;6.93;1.31;5.04;1.57;117.00;5.67;4;1;S;7;7;365.50;731.00
Kuchen;pie;314;1.60;0.99;3.75;1.94;2.00;0.97;5.38;1.61;4.20;1.47;6.09;1.06;514.00;37.80;6;2;S;5;2;482.00;505.00
Kissen;pillow;315;1.65;0.88;3.20;1.61;1.65;0.86;6.25;1.74;3.56;1.56;5.86;1.13;150.00;11.14;6;2;S;6;2;798.50;835.67
Pflanze;plant;316;1.50;1.02;2.85;1.69;2.23;0.91;5.63;1.44;3.93;1.33;6.00;0.97;259.00;10.59;7;2;S;0;0;0.00;0.00
Poesie;poetry;318;1.20;0.92;4.25;2.24;2.28;1.18;5.00;1.74;5.33;2.12;3.00;1.12;355.00;4.41;6;3;S;0;0;0.00;0.00
Gift;poison;319;-2.50;0.71;6.75;1.68;4.00;0.97;3.94;1.85;6.33;1.47;4.00;1.41;370.00;24.96;4;1;S;1;0;6.00;6.00
Gift;poison;319;-2.50;0.71;6.75;1.68;4.00;0.97;3.94;1.85;6.33;1.47;4.00;1.41;370.00;24.96;4;1;S;1;0;6.00;6.00
Höflichkeit;politeness;320;1.60;1.06;3.20;0.89;2.12;0.82;6.50;1.64;4.80;1.45;3.10;1.62;118.00;4.13;11;3;S;0;0;0.00;0.00
verschmutzen;pollute;321;-1.33;1.11;5.85;1.50;3.19;0.90;5.00;1.58;5.20;1.32;3.85;1.76;23.00;0.51;12;3;V;0;0;0.00;0.00
Armut;poverty;322;-1.95;1.15;6.25;1.55;3.33;0.80;4.25;2.23;5.98;1.98;3.77;1.80;1073.00;5.91;5;2;S;1;0;3.50;3.50
Kraft;power;323;1.38;1.18;5.45;1.61;3.00;1.14;6.50;1.55;6.73;1.18;3.85;1.76;4829.00;100.56;5;1;S;2;1;4.67;4.67
mächtig;powerful;324;0.71;1.49;5.75;1.62;3.12;0.91;5.13;2.06;7.08;1.21;3.45;1.64;655.00;15.47;7;2;A;0;0;0.00;0.00
Weide;prairie;325;1.25;0.97;2.90;1.89;1.56;0.70;5.00;1.77;4.24;1.45;5.18;1.50;91.00;1.34;5;2;S;9;7;782.50;898.00
Stolz;pride;327;0.50;1.75;6.00;1.65;3.29;1.23;5.19;1.46;6.38;1.53;3.35;1.47;927.00;0.00;5;1;S;1;0;0.17;0.17
Pfarrer;priest;328;0.40;0.84;3.80;1.85;2.44;1.03;4.88;1.36;4.60;1.84;6.11;1.05;1034.00;15.00;7;2;S;1;0;1.33;1.33
Privatheit;privacy;330;0.67;1.23;3.70;1.53;2.19;0.90;6.69;1.18;5.33;1.37;2.70;1.75;37.00;0.00;10;3;S;0;0;0.00;0.00
Gewinne;profit;331;1.34;0.94;5.50;2.06;3.00;1.24;5.63;1.19;5.85;1.00;3.57;1.75;1744.00;0.00;7;3;S;1;1;0.17;0.17
Förderung;promotion;332;1.15;1.16;4.26;1.45;2.52;1.12;5.38;1.60;5.52;1.48;2.73;1.46;2419.00;0.67;9;3;S;1;1;195.33;195.33
behütet;protected;333;0.97;1.17;3.25;1.29;1.93;0.84;5.31;1.61;4.35;1.46;3.08;1.61;29.00;0.87;7;3;A;1;1;2.33;2.33
stolz;proud;334;1.27;1.19;5.70;1.72;2.82;1.25;5.69;1.65;6.55;1.35;3.05;1.64;927.00;105.56;5;1;S;1;0;0.17;0.17
Strafe;punishment;335;-2.40;0.82;6.35;1.39;3.76;0.54;3.94;1.57;6.83;1.26;3.41;1.84;1413.00;26.54;6;2;S;2;1;267.17;279.33
Welpe;puppy;336;1.95;1.05;4.35;2.35;2.00;1.11;6.69;2.00;3.58;1.58;5.59;1.62;4.00;2.28;5;2;S;2;2;31.00;33.17
verdorben;putrid;337;-1.53;1.68;6.30;1.30;3.50;0.86;4.63;1.31;5.38;1.56;3.60;1.31;127.00;7.13;9;3;A;1;1;18.00;18.00
Streit;quarrel;338;-2.20;0.63;6.80;1.74;4.05;0.74;5.00;1.82;5.51;2.25;4.10;1.65;10.00;33.82;6;1;S;2;1;46.00;52.00
still;quiet;339;0.60;0.84;2.40;1.43;1.26;0.56;5.81;1.57;4.11;2.10;3.33;1.50;957.00;0.04;5;1;A;3;0;20.67;23.17
Wut;rabies;340;-1.40;1.72;6.95;1.76;4.38;0.64;4.88;2.02;6.90;1.52;4.40;1.64;886.00;21.38;3;1;S;3;3;1375.33;1450.67
Radio;radio;341;0.75;0.86;4.45;1.70;2.50;0.95;6.25;1.38;4.75;1.26;6.20;1.58;1495.00;34.49;5;3;S;2;0;5.33;5.33
Zorn;rage;342;-1.80;1.32;7.05;1.57;4.12;0.93;4.88;1.86;7.40;0.96;4.22;1.56;70.00;17.09;4;3;S;4;1;45.33;70.17
Regenbogen;rainbow;343;2.25;0.93;3.40;1.67;2.58;1.30;4.88;1.82;4.30;2.04;6.85;0.37;116.00;3.62;10;4;S;0;0;0.00;0.00
Vergewaltigung;rape;344;-2.88;0.44;7.85;1.93;4.68;0.63;3.25;2.28;8.18;1.25;4.85;1.63;1120.00;7.95;14;3;S;0;0;0.00;0.00
Ratte;rat;345;-0.95;1.57;5.85;1.23;2.71;1.35;5.69;1.56;5.48;1.55;5.95;1.43;87.00;22.28;5;2;S;9;0;5.67;13.00
Rassel;rattle;346;0.46;0.66;5.50;1.57;2.35;1.06;5.81;2.00;4.50;1.87;5.60;1.54;4.00;0.39;6;2;S;3;2;1.17;1.33
Erfrischung;refreshment;347;2.00;0.89;5.65;1.57;2.73;1.12;5.63;1.50;5.23;1.51;4.10;1.74;31.00;2.13;11;3;S;0;0;0.00;0.00
reuig;regretful;348;-0.40;1.24;4.50;1.93;2.65;1.02;4.81;1.05;4.58;1.55;2.50;1.67;15.00;0.16;5;2;A;0;0;0.00;0.00
zurückgewiesen;rejected;349;-1.75;0.77;6.50;1.79;3.35;1.13;4.25;1.39;5.33;1.40;2.30;1.53;1001.00;0.94;14;5;A;0;0;0.00;0.00
entspannt;relaxed;350;1.53;1.36;2.30;1.30;1.62;0.75;5.81;1.57;5.35;2.40;4.05;1.63;549.00;10.59;9;2;A;0;0;0.00;0.00
bedauernd;repentant;351;-0.64;1.03;5.20;1.54;2.94;0.85;5.00;1.66;4.68;1.40;3.24;1.79;33.00;0.00;9;3;A;0;0;0.00;0.00
Rettung;rescue;352;2.13;0.99;5.85;1.98;2.80;1.21;5.19;1.70;6.25;1.66;4.92;1.61;900.00;17.56;7;2;S;1;0;0.00;0.00
reserviert;reserved;353;-0.14;0.86;3.95;1.43;2.31;0.88;4.81;1.06;4.57;1.64;3.33;1.49;354.00;9.06;10;3;A;0;0;0.00;0.00
Respekt;respect;354;1.93;0.96;5.45;1.43;2.65;1.06;6.00;1.55;6.25;1.48;3.00;1.89;1344.00;54.02;7;2;S;0;0;0.00;0.00
ehrfürchtig;respectful;355;0.00;1.04;4.85;1.31;2.94;0.77;4.94;1.74;4.78;2.12;3.12;1.60;46.00;0.31;11;3;A;0;0;0.00;0.00
ehrerbietig;reverent;356;0.38;1.45;5.10;1.97;2.77;1.07;4.75;1.35;5.60;1.55;2.45;1.19;7.00;0.00;11;4;A;0;0;0.00;0.00
Revolte;revolt;357;0.36;1.69;7.20;1.15;3.73;0.87;4.06;1.62;6.50;1.47;3.60;1.50;151.00;1.93;7;3;S;0;0;0.00;0.00
Belohnung;reward;358;1.47;1.06;4.60;2.09;2.81;1.13;5.63;1.08;5.50;1.43;3.20;1.61;389.00;18.74;9;3;S;0;0;0.00;0.00
Reichtum;riches;359;1.50;0.53;5.05;1.50;3.35;1.22;5.69;1.39;6.72;1.06;4.00;0.87;494.00;7.99;8;2;S;0;0;0.00;0.00
Spott;ridicule;360;-1.20;0.92;5.90;1.41;3.63;0.90;4.25;1.62;5.83;1.39;3.33;1.58;303.00;1.65;5;1;S;1;1;77.83;77.83
Aufruhr;riot;361;-0.73;0.99;7.00;1.12;3.71;0.94;4.31;1.27;6.20;1.40;3.67;1.68;299.00;5.51;7;2;S;0;0;0.00;0.00
Fluss;river;362;0.94;0.93;3.60;1.54;2.35;0.89;4.69;1.16;5.40;1.92;6.35;1.04;461.00;47.99;5;1;S;1;0;1.33;1.33
romantisch;romantic;364;1.40;1.64;3.80;1.70;2.88;1.14;5.75;1.52;4.90;2.12;3.70;1.38;142.00;14.25;10;3;A;0;0;0.00;0.00
verfault;rotten;365;-2.06;0.84;5.85;1.53;3.19;1.18;4.19;1.23;5.43;1.71;4.52;1.57;16.00;1.18;8;2;A;0;0;0.00;0.00
unerzogen;rude;366;-1.33;0.82;5.90;1.55;3.15;0.92;5.06;1.39;4.98;1.67;3.25;1.77;0.00;0.12;9;4;A;0;0;0.00;0.00
oxidiert;rusty;367;-0.07;0.59;4.75;1.86;2.58;1.06;4.88;0.94;4.64;1.44;4.00;1.69;10.00;0.20;8;3;A;0;0;0.00;0.00
traurig;sad;368;-2.10;0.88;5.65;1.79;2.83;0.92;4.56;1.67;4.21;1.95;4.67;1.58;630.00;65.63;7;2;A;1;0;0.00;0.00
Salat;salad;369;1.35;0.93;3.05;1.36;1.67;0.84;5.94;1.54;3.85;1.78;5.55;1.30;210.00;12.95;5;2;S;1;0;4.83;4.83
Salut;salute;370;0.18;0.60;4.40;1.88;3.45;0.52;5.13;0.72;6.00;1.18;3.55;2.16;145.00;2.91;5;1;S;1;1;6.33;6.33
Saphir;sapphire;371;1.50;0.71;4.05;1.85;3.10;1.37;5.13;1.74;5.38;1.58;5.89;1.36;5.00;0.20;6;2;S;0;0;0.00;0.00
zufrieden;satisfied;372;1.86;0.77;4.05;2.28;1.81;0.85;6.00;1.41;6.86;1.63;3.48;1.25;3665.00;51.14;9;3;A;1;0;0.33;0.33
Retter;savior;373;2.00;0.73;6.15;1.42;3.56;1.15;4.88;2.21;7.20;1.41;3.59;1.44;321.00;5.35;6;2;S;7;5;71.17;180.17
Gelehrter;scholar;374;1.81;1.33;4.20;1.77;2.23;0.95;5.19;1.37;5.99;1.93;3.76;1.73;0.00;1.93;9;3;A;0;0;0.00;0.00
Verachtung;scorn;375;-2.00;1.30;6.85;1.27;3.73;1.00;4.63;1.93;7.00;1.18;2.65;1.39;45.00;2.91;10;4;S;0;0;0.00;0.00
verächtlich;scornful;376;-1.79;1.19;6.63;1.34;3.31;0.93;4.56;1.53;6.00;1.29;2.45;1.00;62.00;0.35;11;3;A;0;0;0.00;0.00
Abschaum;scum;377;-2.13;1.13;7.00;0.97;3.69;1.09;5.06;1.42;6.83;1.03;2.95;1.70;26.00;12.99;8;2;S;0;0;0.00;0.00
Skorbut;scurvy;378;-1.73;1.53;5.80;1.96;3.35;0.80;4.06;1.70;5.50;1.45;3.10;2.29;4.00;0.20;7;2;S;0;0;0.00;0.00
seekrank;seasick;379;-2.00;0.67;6.05;1.57;3.32;1.11;4.50;2.08;4.82;1.33;4.55;1.23;1.00;2.09;8;2;S;0;0;0.00;0.00
Sitz;seat;380;0.13;0.35;3.80;1.54;2.00;0.98;5.25;1.67;4.50;1.78;5.70;1.30;2285.00;19.69;4;1;S;3;1;163.17;180.00
sichern;secure;381;0.76;1.09;3.30;1.03;2.52;1.03;5.50;1.22;5.08;1.41;2.88;1.58;1834.00;12.56;7;2;V;3;0;4.50;4.50
egoistisch;selfish;382;-2.01;1.08;6.35;1.23;3.44;1.02;5.63;1.90;4.97;2.01;3.19;1.44;44.00;9.09;10;4;A;0;0;0.00;0.00
ernst;serious;383;-0.27;1.10;4.80;1.11;2.46;0.95;5.75;1.22;5.63;1.05;3.25;1.77;2519.00;182.13;5;1;A;1;0;20.83;20.83
ernst;serious;383;-0.27;1.10;4.80;1.11;2.46;0.95;5.75;1.22;5.63;1.05;3.25;1.77;2519.00;182.13;5;1;A;1;0;20.83;20.83
Sex;sex;384;2.60;0.52;7.21;1.75;4.33;0.69;7.06;1.44;7.13;1.18;6.11;1.05;942.00;103.98;3;1;S;2;1;72.50;72.83
Schatten;shadow;385;-0.35;1.30;4.80;1.47;2.44;1.10;4.88;1.44;5.28;1.55;6.23;1.21;1644.00;29.33;8;2;S;3;3;9.33;17.33
beschämt;shamed;386;-1.13;0.35;5.90;1.25;3.50;0.86;4.63;1.57;2.94;1.57;3.67;1.28;42.00;3.15;8;2;A;0;0;0.00;0.00
beschützt;sheltered;387;1.86;0.86;4.05;1.61;2.00;1.02;5.50;2.04;5.08;1.76;3.15;1.35;63.00;21.42;9;2;A;1;0;0.00;0.00
Schiff;ship;388;0.91;1.34;3.85;1.60;2.64;1.36;4.81;1.77;5.36;1.75;5.82;1.30;1309.00;147.25;6;1;S;2;0;12.83;17.33
schamhaft;shy;389;-1.18;0.60;6.10;1.25;3.55;1.04;4.88;1.68;3.73;1.95;2.85;1.42;73.00;0.16;9;2;A;1;1;3.00;3.00
Krankheit;sickness;390;-1.74;1.54;6.25;1.45;3.77;0.90;3.88;2.28;6.56;1.61;5.46;1.56;1890.00;36.81;9;2;S;0;0;0.00;0.00
Seide;silk;391;1.65;0.81;3.75;1.65;1.47;0.72;6.00;1.73;4.08;2.16;4.36;1.26;135.00;4.33;5;2;S;6;6;1578.17;3031.33
Sünde;sin;392;-0.27;1.79;7.45;0.76;3.69;0.93;4.81;1.73;6.18;1.65;2.95;1.88;184.00;16.30;5;1;S;1;0;4.67;4.67
sündig;sinful;393;-0.86;1.19;6.50;1.47;3.00;1.04;5.25;1.66;5.85;1.33;3.43;1.40;46.00;0.35;6;2;A;4;2;3.67;8.17
Memme;sissy;394;-1.36;0.64;5.85;1.23;3.12;0.83;5.06;2.16;5.20;2.66;3.25;1.89;29.00;1.18;5;5;S;1;0;0.00;0.00
skeptisch;skeptical;395;-0.21;1.31;5.55;1.64;3.04;1.08;5.63;1.79;4.92;1.35;2.35;1.18;1023.00;2.32;9;2;A;0;0;0.00;0.00
Ohrfeige;slap;396;-2.00;0.67;6.50;1.57;4.31;0.60;5.25;2.05;6.88;1.27;6.22;0.97;137.00;2.01;8;3;S;0;0;0.00;0.00
Gemetzel;slaughter;397;-2.30;0.95;7.30;1.84;4.33;1.08;3.88;2.11;7.68;1.25;5.11;1.36;49.00;1.89;8;3;S;0;0;0.00;0.00
Sklave;slave;398;-2.20;1.01;7.05;1.39;4.32;0.75;4.94;2.29;6.50;1.41;5.27;1.35;35.00;10.28;6;2;S;0;0;0.00;0.00
schlafen;sleep;399;2.00;0.85;2.70;2.00;1.64;1.16;5.00;2.03;4.83;1.84;5.38;1.50;629.00;165.32;8;2;V;1;1;221.83;221.83
Schleim;slime;400;-1.40;0.70;5.45;1.73;3.50;0.86;4.88;1.84;4.88;1.67;6.44;0.73;46.00;3.31;7;1;S;0;0;0.00;0.00
Schleim;slime;400;-1.40;0.70;5.45;1.73;3.50;0.86;4.88;1.84;4.88;1.67;6.44;0.73;27.00;3.31;7;1;S;0;0;0.00;0.00
Slum;slum;401;-1.26;0.96;6.65;1.69;3.79;0.90;3.69;1.50;6.13;1.60;5.38;1.66;327.00;0.63;4;2;S;1;1;2.50;2.50
Pocken;smallpox;402;-1.93;1.33;5.74;1.91;3.27;1.12;3.50;1.19;5.84;1.91;5.10;1.59;44.00;1.14;6;2;S;9;5;31.33;62.67
Snob;snob;403;-1.40;0.84;5.75;1.71;3.11;1.08;5.63;1.14;4.88;1.62;4.56;1.59;9.00;1.10;4;1;S;0;0;0.00;0.00
feierlich;solemn;405;1.69;1.01;4.40;2.09;2.88;0.95;5.69;1.42;4.93;1.44;3.90;1.65;208.00;2.52;9;3;A;0;0;0.00;0.00
feierlich;solemn;405;1.69;1.01;4.40;2.09;2.88;0.95;5.69;1.42;4.93;1.44;3.90;1.65;243.00;2.52;9;3;A;0;0;0.00;0.00
Geist;spirit;406;1.10;1.45;4.30;1.63;2.83;1.20;4.88;1.86;5.23;1.91;4.00;2.18;1419.00;77.01;5;1;S;4;0;39.17;41.00
Ehemann;spouse;407;0.93;1.33;4.60;2.09;2.62;0.98;4.88;0.85;5.99;1.63;4.62;1.56;935.00;44.53;7;3;S;0;0;0.00;0.00
Quadrat;square;408;0.13;0.52;3.60;1.54;2.15;1.01;5.13;1.07;4.88;1.80;6.15;1.14;59.00;1.93;7;2;S;0;0;0.00;0.00
Stern;star;409;1.00;0.94;3.80;1.77;2.44;1.38;3.75;1.48;5.60;1.69;6.67;0.50;1288.00;21.30;5;1;S;3;0;60.00;87.00
aufgeschreckt;startled;410;-0.87;0.64;6.65;1.23;3.58;0.86;5.06;1.50;6.27;1.35;3.45;1.32;89.00;0.16;13;3;A;0;0;0.00;0.00
Krach;stink;411;-1.40;0.91;6.90;1.37;3.69;0.88;4.56;1.57;6.80;1.41;3.30;1.72;315.00;10.51;5;1;S;1;1;21.17;21.17
Straße;street;412;0.18;0.83;4.26;1.69;2.21;1.13;5.63;1.61;4.70;1.54;6.21;0.98;20.00;124.81;6;3;S;1;0;32.50;32.50
Stress;stress;413;-1.33;0.90;6.55;1.99;4.12;0.99;3.81;2.02;7.64;1.12;3.25;1.87;1045.00;22.76;6;1;A;0;0;0.00;0.00
stark;strong;414;1.70;0.48;5.45;1.61;3.58;1.22;6.31;1.61;6.78;1.60;3.67;1.22;7837.00;121.54;5;1;A;3;0;50.83;64.83
dumm;stupid;415;-1.67;1.11;4.85;1.84;2.96;1.08;5.75;1.68;3.95;2.10;3.24;1.48;402.00;91.81;4;1;A;1;0;15.17;15.17
kleinlaut;subdued;416;-1.05;0.66;4.55;1.76;2.33;0.85;4.69;1.99;3.78;1.75;3.33;1.68;995.00;0.16;9;1;A;0;0;0.00;0.00
ersticken;suffocate;418;-1.93;1.33;7.60;1.47;4.12;0.95;3.56;1.96;6.56;1.61;4.30;1.84;173.00;6.73;9;3;V;0;0;0.00;0.00
Selbstmord;suicide;419;-2.53;0.92;7.60;1.19;4.58;0.64;4.56;2.16;7.43;1.26;3.65;2.01;535.00;29.37;10;2;S;0;0;0.00;0.00
Morgendämmerung;sunrise;420;1.20;1.08;3.40;2.01;2.15;1.08;4.63;1.67;5.30;2.00;6.10;1.07;32.00;0.91;15;5;S;0;0;0.00;0.00
Sonnenuntergang;sunset;421;2.48;0.65;3.85;2.64;1.60;0.76;4.69;1.73;5.00;2.26;6.50;0.69;560.00;11.14;15;3;S;0;0;0.00;0.00
überrascht;surprised;422;0.75;0.45;6.20;1.36;3.38;0.80;4.88;1.76;5.33;1.53;3.86;1.56;1658.00;54.49;10;3;A;0;0;0.00;0.00
verdächtig;suspicious;423;-0.85;0.69;6.15;0.75;3.27;0.92;4.75;1.42;5.25;1.26;2.55;1.73;273.00;9.69;10;3;A;0;0;0.00;0.00
Verlobter;sweetheart;424;1.05;1.11;4.65;1.90;2.98;0.96;5.75;0.85;5.69;1.43;4.24;1.81;20.00;6.46;9;3;S;0;0;0.00;0.00
Syphilis;syphilis;425;-2.67;0.82;6.50;1.50;3.62;1.02;3.56;2.00;6.08;1.80;2.55;1.70;384.00;3.54;8;4;S;0;0;0.00;0.00
Tisch;table;426;0.50;0.96;3.00;1.78;1.77;0.87;6.06;1.68;4.35;1.79;6.09;1.51;3424.00;88.27;5;1;S;3;0;33.83;37.67
Talent;talent;427;2.05;0.51;5.25;2.12;3.00;0.87;5.13;2.28;5.98;1.40;2.18;1.22;13.00;26.22;6;2;S;0;0;0.00;0.00
angespannt;tense;428;-0.93;1.10;6.20;1.54;3.38;1.06;4.56;1.67;5.30;1.51;3.25;1.37;220.00;5.47;10;3;A;1;0;1.00;1.00
Termite;termite;429;-0.56;0.89;5.15;2.06;2.85;1.01;5.06;1.84;4.73;1.66;5.85;1.35;1.00;0.08;7;3;S;0;0;0.00;0.00
schrecklich;terrible;430;-2.00;1.04;6.40;1.31;4.12;0.77;4.00;1.59;6.25;1.33;2.65;1.39;276.00;68.43;11;2;A;0;0;0.00;0.00
genial;terrific;431;2.40;0.70;5.60;1.76;3.50;1.15;5.63;1.42;6.24;1.67;2.11;0.93;105.00;15.75;6;3;A;0;0;0.00;0.00
Theorie;theory;434;0.27;1.33;4.40;1.90;2.19;0.94;5.69;1.45;4.98;1.53;2.05;1.61;1068.00;22.60;7;3;S;0;0;0.00;0.00
Dieb;thief;435;-1.80;0.92;5.60;1.79;3.50;0.86;4.13;1.65;5.80;0.79;4.67;2.00;176.00;29.88;4;1;S;3;1;130.67;140.67
Dorn;thorn;436;-0.93;1.00;5.50;1.47;3.35;0.98;4.69;1.81;5.55;1.65;5.55;1.57;271.00;1.81;4;1;S;6;6;441.67;623.17
rücksichtsvoll;thoughtful;437;1.46;0.92;3.65;1.42;2.12;0.65;6.19;1.26;5.69;2.07;3.24;1.37;28.00;1.69;14;3;A;0;0;0.00;0.00
erschaudern;thrill;438;-1.07;0.88;6.30;1.49;3.50;1.17;4.13;1.66;5.80;1.51;3.85;1.69;16.00;0.28;11;3;V;0;0;0.00;0.00
Zeit;time;439;0.13;1.25;4.30;1.89;2.35;1.09;4.56;2.04;6.15;1.83;2.95;2.11;32268.00;1071.18;4;1;S;3;3;1044.50;1636.83
schüchtern;timid;440;-0.73;1.28;4.65;1.63;2.46;0.90;4.56;2.17;4.15;1.73;3.76;1.41;152.00;15.55;10;2;A;0;0;0.00;0.00
Tabak;tobacco;441;0.30;1.57;4.25;1.59;2.72;0.96;5.38;2.25;5.33;1.64;5.89;1.62;2624.00;5.24;5;2;S;0;0;0.00;0.00
Grab;tomb;442;-2.30;0.82;5.45;2.46;3.78;1.31;4.06;1.88;6.08;1.89;6.11;0.78;589.00;30.75;4;1;S;9;2;127.67;297.17
Zahnschmerzen;toothache;443;-2.52;0.65;6.50;2.24;4.44;0.77;3.31;1.74;7.80;1.32;4.35;1.90;0.00;0.91;13;3;S;0;0;0.00;0.00
Tornado;tornado;444;-1.50;1.26;7.60;1.19;4.12;0.77;3.56;2.44;7.68;1.57;5.95;1.32;75.00;2.09;7;3;S;0;0;0.00;0.00
Folter;torture;445;-2.80;0.52;8.10;0.79;4.68;0.58;3.88;2.48;7.60;1.10;5.54;1.38;519.00;8.35;6;2;S;2;2;5.00;7.83
giftig;toxic;446;-1.91;0.99;6.70;0.80;3.67;0.80;3.94;1.65;6.33;1.54;4.00;1.10;79.00;3.03;6;2;A;1;0;0.00;0.00
Tragödie;tragedy;447;-1.33;0.98;6.15;1.66;3.81;0.80;4.06;1.81;6.35;1.72;3.45;1.67;553.00;13.50;8;4;S;1;0;0.17;0.17
Verräter;traitor;448;-2.13;1.13;7.30;1.08;4.13;0.77;5.06;1.78;7.08;1.12;4.32;2.01;163.00;31.50;8;3;S;0;0;0.00;0.00
Schatz;treasure;449;2.30;0.95;5.65;2.46;3.50;1.36;5.44;1.42;5.48;1.88;6.11;0.78;300.00;183.55;6;1;S;2;1;66.83;75.50
Baum;tree;450;1.50;1.27;2.42;1.22;1.50;0.62;5.06;1.37;5.08;1.82;6.67;0.50;1124.00;40.24;4;1;S;4;2;266.50;493.50
Triumph;triumph;451;2.00;0.67;6.45;2.01;3.88;0.96;5.69;1.21;6.20;1.56;4.22;1.20;843.00;3.86;7;2;S;0;0;0.00;0.00
triumphierend;triumphant;452;1.00;1.25;5.65;1.90;3.38;1.02;6.25;1.61;5.93;1.85;4.35;1.95;56.00;0.39;13;4;A;0;0;0.00;0.00
Trophäe;trophy;453;0.93;1.49;5.15;1.90;3.00;1.13;5.50;1.77;5.83;1.55;5.65;1.27;141.00;2.56;7;3;S;0;0;0.00;0.00
Problem;trouble;454;-1.70;0.95;6.20;1.67;3.22;0.88;5.50;1.93;6.04;1.40;2.22;1.09;7544.00;378.52;7;2;S;0;0;0.00;0.00
ruhelos;troubled;455;-1.40;0.70;6.26;1.73;2.58;1.30;4.38;1.30;4.96;1.59;3.56;1.67;21.00;0.63;7;3;A;1;1;0.67;0.67
Trompete;trumpet;456;0.33;0.90;5.40;2.04;2.54;1.03;5.81;1.98;4.80;1.40;6.65;0.93;106.00;2.24;8;3;S;0;0;0.00;0.00
Vertrauen;trust;457;2.21;0.91;3.70;2.32;3.53;1.12;6.38;1.67;6.64;1.66;2.77;1.84;2492.00;0.00;9;3;S;1;1;17.83;17.83
Wahrheit;truth;458;2.50;0.85;4.65;1.95;3.00;1.27;5.50;2.06;6.25;1.90;2.22;1.39;2657.00;200.68;8;2;S;0;0;0.00;0.00
Tumor;tumor;459;-2.70;0.57;7.00;1.92;4.50;0.89;3.06;2.57;7.15;1.49;4.27;1.93;129.00;8.58;5;2;S;3;2;12.00;14.83
hässlich;ugly;460;-1.87;1.13;5.95;1.57;3.38;1.13;5.00;1.60;6.40;1.39;3.65;1.60;72.00;19.06;8;2;A;1;0;5.83;5.83
Geschwür;ulcer;461;-2.13;1.15;7.05;1.28;3.69;1.05;4.44;1.78;6.35;1.55;5.05;1.32;13.00;1.65;8;2;S;0;0;0.00;0.00
untreu;unfaithful;462;-2.00;0.85;7.20;1.36;3.85;1.01;5.19;2.39;5.95;1.72;3.57;1.69;33.00;1.69;6;2;A;0;0;0.00;0.00
unglücklich;unhappy;463;-1.86;0.65;5.65;1.39;3.46;1.14;4.44;1.54;5.70;1.68;3.67;1.06;376.00;15.71;11;3;A;0;0;0.00;0.00
unbeschwert;untroubled;464;1.76;1.05;3.95;1.76;1.96;0.73;5.94;1.69;4.70;2.54;2.55;1.39;1356.00;0.43;11;2;A;0;0;0.00;0.00
verstimmt;upset;465;-1.00;0.96;5.15;1.73;2.81;0.85;4.38;1.14;5.05;1.45;2.55;1.43;61.00;1.77;9;2;A;0;0;0.00;0.00
nützlich;useful;466;1.07;0.80;4.10;1.33;2.08;0.74;5.00;1.29;4.95;1.36;2.55;1.39;284.00;16.26;8;2;A;0;0;0.00;0.00
nutzlos;useless;467;-1.33;0.62;5.30;1.87;2.62;1.33;4.88;1.25;4.85;1.63;1.85;1.04;94.00;16.26;7;2;A;0;0;0.00;0.00
Erholung;vacation;468;2.30;0.67;3.05;2.19;1.29;0.59;5.88;1.82;5.12;1.79;4.54;1.64;900.00;2.24;8;3;S;0;0;0.00;0.00
verliebt;valentine;469;2.56;0.63;6.10;2.71;3.54;1.33;4.63;2.35;6.36;2.20;4.90;1.41;500.00;67.25;8;2;A;0;0;0.00;0.00
Vampir;vampire;470;-0.50;1.67;5.70;2.20;3.72;0.83;4.63;2.21;7.01;1.65;5.64;1.53;46.00;23.50;6;2;S;0;0;0.00;0.00
Vandale;vandal;471;-1.07;0.73;6.25;1.68;3.54;0.99;5.00;1.35;5.80;1.36;3.40;1.93;1.00;0.20;7;3;S;2;2;2.50;2.67
Eitelkeit;vanity;472;-1.27;1.10;5.35;1.87;2.96;1.00;5.69;1.89;5.95;1.20;3.25;1.74;176.00;2.72;9;3;S;0;0;0.00;0.00
Fahrzeug;vehicle;473;0.38;0.81;4.35;1.53;2.23;1.11;6.00;1.89;5.05;1.54;5.90;1.21;1342.00;15.32;8;2;S;0;0;0.00;0.00
Sieg;victory;475;2.20;0.63;6.20;1.99;3.72;1.18;6.56;1.42;6.60;1.13;4.44;1.67;6346.00;37.44;4;1;S;2;0;6.50;7.33
energisch;vigorous;476;0.56;1.15;6.55;1.32;3.50;0.91;5.81;1.52;7.00;0.79;4.10;1.48;392.00;0.94;9;3;A;0;0;0.00;0.00
